title,company,description,salary_min,salary_max
German Data Quality Analyst - California based,Welo Data,"The Bridge Between Human Judgment and AI Excellence Are you an experienced QA professional who knows how to mentor others and maintain a high bar for data integrity? Welo Data is seeking Data Quality Analysts for Project Perseus . This isn't just about labeling; you are the Quality Gatekeeper . You will bridge the gap between our Data Labeling Associates (DLAs) and Team Leads, ensuring that human feedback for cutting-edge Arabic AI models is not only accurate but world-class. The Mission: Leadi…",166203.22,166203.22
Spanish Data Quality Analyst - California based,Welo Data,"The Bridge Between Human Judgment and AI Excellence Are you an experienced QA professional who knows how to mentor others and maintain a high bar for data integrity? Welo Data is seeking Data Quality Analysts for Project Perseus . This isn't just about labeling; you are the Quality Gatekeeper . You will bridge the gap between our Data Labeling Associates (DLAs) and Team Leads, ensuring that human feedback for cutting-edge Arabic AI models is not only accurate but world-class. The Mission: Leadi…",175302.5,175302.5
DELTA DENTAL: Senior Data Governance Analyst,Elevated Resources,"This job will partner with key business, analytics, and technology stakeholders to identify business challenges, formulate a data plan, drive the insights, and develop solutions to enable the business teams to perform at the highest levels. This individual is responsible for driving understanding and decision making from data, working with key executives down to analysts. This role is part of the Data and Analytics COE which consists of experts and advisors with a specific focus on generating b…",106272.71,106272.71
Data Science/Product Analyst,Hired Recruiters,"Data is core to how ClassDojo makes decisions. As our next senior data scientist, you’ll help build the world's leading consumer education business, one that is already reaching tens of millions of parents, teachers, and children. You’ll help grow ClassDojo to our next major milestone: serving 100 million active families, and 100 million in revenue, while deepening love for our brand. The data science function at ClassDojo is an equal partner to product, engineering and design. As a senior lead…",88609.51,88609.51
Portuguese (Brazil) Data Quality Analyst - California based,Welo Data,"The Bridge Between Human Judgment and AI Excellence Are you an experienced QA professional who knows how to mentor others and maintain a high bar for data integrity? Welo Data is seeking Data Quality Analysts for Project Perseus . This isn't just about labeling; you are the Quality Gatekeeper . You will bridge the gap between our Data Labeling Associates (DLAs) and Team Leads, ensuring that human feedback for cutting-edge Arabic AI models is not only accurate but world-class. The Mission: Leadi…",213618.69,213618.69
Portuguese (Portugal) Data Quality Analyst - California based,Welo Data,"The Bridge Between Human Judgment and AI Excellence Are you an experienced QA professional who knows how to mentor others and maintain a high bar for data integrity? Welo Data is seeking Data Quality Analysts for Project Perseus . This isn't just about labeling; you are the Quality Gatekeeper . You will bridge the gap between our Data Labeling Associates (DLAs) and Team Leads, ensuring that human feedback for cutting-edge Arabic AI models is not only accurate but world-class. The Mission: Leadi…",200424.11,200424.11
"Identity and Data Signals Sr. Analyst, Uber Advertising",Uber,"About the Role: The Uber Advertising team is seeking a Technical Audience Solutions and Data Signals senior analyst to grow our data monetization and audience taxonomy development. You will lead the strategy and implementation for Uber Advertising's audience taxonomy, data signal monetization, advanced contextual audience solutions and data integration partners. This is a unique IC role working on one of the most exciting data advertising teams that blends long-term strategic thinking with cons…",117188.31,117188.31
Data Quality Operations Analyst (Contract),Cartesia,"About Cartesia Our mission is to architect AI that learns from and interacts with the world like humans do. We're pioneering the model architectures that will make this possible. Our founding team met as PhDs at the Stanford AI Lab, where we invented State Space Models or SSMs, a new primitive for training efficient, large-scale foundation models. Our team combines deep expertise in model innovation and systems engineering paired with a design-minded product engineering team to build and ship c…",52000.0,83200.0
"Senior Data and Reporting Analyst, Total Rewards",Crusoe,"Crusoe is on a mission to accelerate the abundance of energy and intelligence . As the only vertically integrated AI infrastructure company built from the ground up, we own and operate each layer of the stack — from electrons to tokens — to power the world's most ambitious AI workloads. When you join Crusoe, you join a team that is building the future, faster. We're in the midst of the greatest industrial revolution of our time. The demand for AI compute is boundless, and power is a bottleneck.…",106000.0,129000.0
Associate - Salesforce Business Analyst & Data Quality Coordinator,Jordan Park Group,"Jordan Park provides investment management and financial advice to a distinct community of individuals, families, and institutions. Our clients have made extraordinary contributions to business, philanthropy, government, and society. Our team is composed of empathetic problem solvers with depth and diversity of experience. We embrace complexity and navigate challenges to empower clients to achieve their optimal outcomes. Our mission is to enhance lives and legacies. Associate - Salesforce Busin…",115000.0,150000.0
Tech Lead,Procyon TS,"Data Analytics - Data Analyst Elk Grove, CA Additional Comments: Please make sure that candidates have been using Tableau and SQL on a daily/weekly basis for the past 5 years. This role will: Use Tableau to create visualizations Use SQL to build tables Machine learning experience is not required",147162.25,147162.25
"Consultant, Data Engineer",IBM,"Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk. Your role and responsibilities We are in search of a skilled Consultant Data Engineer to join our e…",152804.47,152804.47
Product Designer,Julius AI,Julius is building AI Data Analyst and growing quickly. You'll be a key pillar of our team with the autonomy to own and shape design direction for the entire product experience. Design is a critical part of how we turn AI capabilities into an intuitive product for millions of knowledge workers with varying levels of technical know-how. Join us as a Product Designer to help tackle this. Every knowledge worker—from financial analysts to marketers to product managers—relies on data to make critica…,150000.0,190000.0
Senior Product Designer,Gamma,"About the role You'll design the experiences that help millions of people discover, try, and fall in love with Gamma. As the designer for our Growth team, you'll own design across onboarding flows, referral programs, and conversion optimization throughout our funnel. You'll ship experiments quickly, measure what works, and iterate based on data and user feedback. This role sits at the intersection of creativity and impact. You'll balance craft with velocity, testing bold ideas while maintaining…",180000.0,260000.0
"Director, Data Analytics ACO - Remote",Sound Physicians,"Job Details Description About Sound Headquartered in Tacoma, WA, Sound Physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, APPs, CRNAs, and nurses practicing in 400-plus hospitals across 45 states. Founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, Sound has a reputation for innovating and leading through an ever-changing healthc…",126172.61,126172.61
Data Engineer,Forhyre,"We are looking for a passionate certified Data Engineer. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements. Primary skillset: Python/Pyspark & Azure, ADF, SQL…",100000.0,160000.0
Data Engineer,Air Apps,"About Air Apps At Air Apps, we believe in thinking bigger—and moving faster. We’re a family-founded company on a mission to create the world’s first AI-powered Personal & Entrepreneurial Resource Planner (PRP), and we need your passion and ambition to help us change how people plan, work, and live. Born in Lisbon, Portugal in 2018—and now with offices in both Lisbon and San Francisco—we’ve remained self-funded while reaching over 100 million downloads worldwide. Our long-term focus drives us to…",111000.0,196000.0
Sr Solution Architect,Stefanini Group,"Details: Stefanini Group is hiring! Stefanin i is looking for Sr Solution Architect-Remote For quick apply, please contact Sudhanshu Shrivastava: (248) 582-6510/ sudhanshu.shrivastava@stefanini.com W2 Only! Responsibilities: Must have hands-on for performing technical analysis and troubleshooting on highly complex integrated systems, including diagnostic approaches, determining root causes, and identifying solutions on a data lake house hosted in a cloud environment utilizing technologies such …",183526.67,183526.67
"Account Executive, Corporate Reputation",Ketchum,"About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…",93676.38,93676.38
Sr Solution Architect,Stefanini Group,"Job Description Stefanini Group is hiring! Stefanin i is looking for Sr Solution Architect-Remote For quick apply, please contact Sudhanshu Shrivastava: (248) 582-6510/ sudhanshu.shrivastava@stefanini.com W2 Only! Responsibilities: Must have hands-on for performing technical analysis and troubleshooting on highly complex integrated systems, including diagnostic approaches, determining root causes, and identifying solutions on a data lake house hosted in a cloud environment utilizing technologie…",184338.12,184338.12
"Senior Director, Data & Analytics",Common Sense Media Inc,"Senior Director, Data & Analytics Common Sense Media is dedicated to improving the lives of kids and families by providing the trustworthy information, education, and independent voice they need to thrive. Our ratings, research, and resources reach more than 150 million users worldwide and 1.4 million educators every year. Job Overview We are seeking a hands-on, strategic leader to own the data strategy for Common Sense. This role will guide how we collect, structure, and analyze data to delive…",156946.05,156946.05
"Senior Account Executive, Issues & Crisis",Ketchum,"About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…",158957.6,158957.6
US Summer Internship Program at AutoRABIT,AutoRABIT Holding Inc.,"Purpose The AutoRABIT Internship Program is designed to provide college students with meaningful exposure to multiple facets of our business, enabling them to explore their skills and discover where they can thrive. This program offers hands-on experience, professional development, and mentorship to help interns build a strong foundation for their careers. While AutoRABIT values its community and encourages applicants with connections to the organization to apply, all candidates are considered …",87488.86,87488.86
Senior Software Engineer,Uber,"About the Role We are seeking a Senior Software Engineer with strong technical fundamentals, good engineering intuition, and a builder's mindset to join our Privacy & Security Engineering team. In this role, you'll work closely with other engineers and cross-functional partners, including Applied Scientists, Data Analysts, and Product and Program Managers, to design and implement tools, services, and platforms that solve real-world problems. You should thrive in uncharted territory. You'll help…",157602.39,157602.39
Software Engineer I,Amazon,"Description If you are interested in this position, please apply on Twitch's Career site https://www.twitch.tv/jobs/en/ About Us: Twitch is the world's biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day. We're about community, inside and out. You'll find coworkers who are eager to team up, collaborate, and smash (or elegantly solve) problems toget…",209793.61,209793.61
Software Engineer I- Ad Demand,Amazon,"Description If you are interested in this position, please apply on Twitch's Career site https://www.twitch.tv/jobs/en/ About Us: Twitch is the world's biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day. We're about community, inside and out. You'll find coworkers who are eager to team up, collaborate, and smash (or elegantly solve) problems toget…",211145.25,211145.25
Growth Intern,Julius AI,"Growth Intern at Julius AI With AI, the future belongs to the people who figure out distribution. We have the product and 2M users. Now we are looking for someone who can help us crack the next phase of growth. Julius is an AI data analyst used by over 2M users, including companies like Nvidia and institutions like Harvard Business School. As our growth intern, you'll own critical growth and distribution projects at a fast-moving AI startup, with real autonomy and a direct line to the founding …",70261.07,70261.07
"Sr. Product Manager, DBSQL",Databricks,"RDQ226R484 Build the Future of Data & AI with Databricks SQL At Databricks, we are delivering Data & AI for enterprises & startups around the world. Our Databricks SQL (DBSQL) product is at the forefront of next-gen AI powered cloud data warehousing , helping businesses query, visualize, and drive real-time decisions at scale. DBSQL is the fastest-growing data warehouse in the world. Read this seminal blog from Databricks co-founder on What is a Lakehouse ? We're looking for a passionate, strat…",154299.89,154299.89
"Software Engineer II, Amazon Interactive Video Service (IVS)",Amazon,"Description Amazon Interactive Video Service (Amazon IVS) is AWS's fully managed live streaming service, built on the same battle-tested technology that powers Twitch and trusted by thousands of enterprises across gaming, social, live commerce, sports, and entertainment. Our mission: enable developers to build communities around live video. We handle everything from ingest to processing to delivery at global scale, so developers can focus on creating interactive, engaging live experiences for t…",208029.02,208029.02
"Director, Ketchum Analytics",Ketchum,"About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…",190029.02,190029.02
"Sr. Product Manager, Data Governance",Databricks,"RDQ226R497 At Databricks, we are passionate about enabling data teams to solve the world’s toughest problems — from making the next mode of transportation a reality to accelerating the development of medical breakthroughs. We do this by building and running the world’s best data and AI infrastructure platform so our customers can use deep data insights to improve their business. Founded by engineers — and customer obsessed — we leap at every opportunity to tackle technical challenges, from desi…",153975.62,153975.62
Fund Accountant,Parallax Volatility Advisers,"REPORTING RELATIONSHIP: Co-Controller ROLE AND RESPONSIBILITIES: We are seeking a detail-oriented and motivated Fund Accountant to join our growing hedge fund team. The ideal candidate should have a strong interest in data automation, tax, or partnership accounting. Specific Responsibilities include: • Review fund administrator work, including NAV packages, investor allocations, and supporting schedules, and investigate/resolve discrepancies • Reconcile cash, positions, P&L and broker statement…",100000.0,120000.0
"Senior Manager, Data Science",Turn/River,"About Turn/River Turn/River Capital is a private equity firm that applies a proprietary growth engineering strategy to investing, partnering with software businesses to accelerate growth and build enduring value. The firm’s team of equal parts investors and operators provides hands-on operational support and the flexible capital to systematically scale marketing, sales and customer success at its portfolio companies. Founded in 2012 and based in San Francisco, Turn/River has $5.6bn in committed…",227500.0,237500.0
"Insights and Strategic Research Associate Managing Consultant, Ketchum Analytics",Ketchum,"About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…",201007.55,201007.55
Senior Business Analyst – Medicaid Enterprise Data Warehouse,Conduent,"Through our dedicated associates, Conduent delivers mission-critical services and solutions on behalf of Fortune 100 companies and over 500 governments - creating exceptional outcomes for our clients and the millions of people who count on them. You have an opportunity to personally thrive, make a difference and be part of a culture where individuality is noticed and valued every day. The Senior Business Analyst will support the operations of the Medicaid Enterprise Data Warehouse (EDW). This r…",79300.76,79300.76
Product Analyst,Gamma,"About the role You'll build the data foundation that enables everyone at Gamma to make faster, smarter decisions. As we continue to grow past $100M ARR with a data-savvy but decentralized team, we need someone to create a single source of truth, standardize metrics, and make self-service analytics safe and reliable. This means designing systems that answer the vast majority of organizational questions on their own, while partnering with product, growth, marketing, and support teams to turn data…",125000.0,200000.0
Director of Customer Operations,Crusoe,"Crusoe is on a mission to accelerate the abundance of energy and intelligence . As the only vertically integrated AI infrastructure company built from the ground up, we own and operate each layer of the stack — from electrons to tokens — to power the world's most ambitious AI workloads. When you join Crusoe, you join a team that is building the future, faster. We're in the midst of the greatest industrial revolution of our time. The demand for AI compute is boundless, and power is a bottleneck.…",190000.0,237000.0
"Data Science Manager, Mapping",Lyft,"At Lyft, our purpose is to serve and connect. We aim to achieve this by cultivating a work environment where all team members belong and have the opportunity to thrive. Our transport network serves the needs of millions of people every day who want to get from one place to another using Lyft cars, bikes and scooters, with public transportation, or on foot in the most efficient way. To serve these needs, we need to suggest the fastest, most affordable and safest routes. We achieve this by proces…",325309.25,325309.25
Data Engineer - SFO CA and Palo Alto CA - 2 Days Onsite- Fulltime,NJTECH INC.,We at NJTECH are focused on hiring highly skilled professionals who are excited by the opportunity to make a true impact on their careers as well as on our clients' business. We power our clients success and drive our consultants career growth. We are seeking an experienced and outstanding Data Engineer for one of our esteemed clients. Essential Duties and Responsibilities: Adapt and optimize firm-standard ETL/ELT data pipelines to ensure accurate and timely data integration to and from firm da…,71499.0,71499.0
Data Engineering & Analytics Intern,Doximity,"Doximity is transforming the healthcare industry. Join our mission to help every physician be more productive and provide better care for their patients. As medicine's largest network in the United States, there's an elevated level of responsibility in everything we do. We don't take that responsibility lightly and are committed to building diverse teams with an inclusive culture that can make a direct impact on the healthcare system. One of Doximity's core values is stretching ourselves. Even …",61909.45,61909.45
Growth Product Manager,Lindy,"About Lindy Lindy is building the AI assistant for everyone else — not the tinkerers, not the builders, but the people who just want their day back. Lindy Assistant lives in iMessage, handles email, calendar, and meetings, and takes two minutes to set up. We're building the layer between powerful AI models and real people's lives. As grandiloquent or exceedingly ambitious as it may sound, we point out that: It is in line with previous large scale, technology-driven waves of automation that have…",200000.0,260000.0
Growth Account Executive,Airbyte,"Airbyte is the open‑source standard for data movement. We've enabled data teams to move data from applications, APIs, unstructured sources and databases to data warehouses, lakes, and AI applications. With tens of thousands of connectors built and hundreds of thousands of companies adopting Airbyte, we've proven the economics of data integration at scale. And now Airbyte is building the frontier agentic data infrastructure, purpose-built for AI agents that need fast, accurate access to data acr…",210000.0,230000.0
Measurement Solutions Specialist,LiveRamp,"LiveRamp is the data collaboration platform of choice for the world's most innovative companies. A groundbreaking leader in consumer privacy, data ethics, and foundational identity, LiveRamp is setting the new standard for building a connected customer view with unmatched clarity and context while protecting precious brand and consumer trust. LiveRamp offers complete flexibility to collaborate wherever data lives to support the widest range of data collaboration use cases-within organizations, …",114372.7,114372.7
Technical Product Manager - Data,"Early Warning Services, LLC","At Early Warning, we've powered and protected the U.S. financial system for over thirty years with cutting-edge solutions like Zelle , Paze , and so much more. As a trusted name in payments, we partner with thousands of institutions to increase access to financial services and protect transactions for hundreds of millions of consumers and small businesses. Positions located in Scottsdale, San Francisco, Chicago, or New York follow a hybrid work model to allow for a more collaborative working en…",138453.3,138453.3
"Senior Product Analyst, Strategy and Insights",Scribe,"tl;dr - We’re looking for a product-minded data analyst to work closely with the PM team and support product decisions to optimize user experiences and drive better business outcomes. You will bring your analytical expertise to our rich dataset of 5M active users to identify new product opportunities and deliver actionable recommendations. About this role In this role, you will be part of the Product team and work closely with our 5 amazing product managers to help equip them with the data insi…",170000.0,185000.0
HNP Rebele Editorial AI Development Intern,Hearst,"Description HNP Rebele Editorial AI Development Intern The Hearst Newspapers (HNP) DevHub is hiring an Editorial AI Development Intern for the summer season who is passionate about local news, journalism and service to our communities. In this role, you’ll contribute hands-on engineering support to extend and strengthen our growing suite of editorial AI services and newsroom tools. The HNP DevHub is a team of engineers, developers, designers, project managers and content strategists who collabo…",53485.36,53485.36
Statistician,Emendata,"About Us: At Emendata, we help bridge the gap between data and the real world. We partner with organizations that have a social mission and help them tackle their problems using analytics. Our role in these partnerships goes end to end—we handle everything from wrangling the data to analyzing the problem to turning the results into something actionable. We know that this analytics pipeline does not live in a vacuum. Getting to meaningful numbers requires more than just the right methods; it cal…",54742.76,54742.76
Data Engineer,Lindy,"About Lindy Lindy is building the AI assistant for everyone else — not the tinkerers, not the builders, but the people who just want their day back. Lindy Assistant lives in iMessage, handles email, calendar, and meetings, and takes two minutes to set up. We're building the layer between powerful AI models and real people's lives. As Lindy's Data Engineer, you'll work closely with senior leadership (Lindy's CEO, GTM leads, and Head of Engineering) to uncover critical business insights from many…",150000.0,185000.0
Software Engineer I - Ads Demand Enablement,Us Twitch,"About Us Twitch is the world’s biggest live streaming service, with global communities built around gaming, entertainment, music, sports, cooking, and more. It is where thousands of communities come together for whatever, every day. We’re about community, inside and out. You’ll find coworkers who are eager to team up, collaborate, and smash (or elegantly solve) problems together. We’re on a quest to empower live communities, so if this sounds good to you, see what we’re up to on LinkedIn and X …",127100.0,185000.0
Sr Solution Architect,Stefanini,"Stefanini Group is hiring!Stefanini is looking for Sr Solution Architect-RemoteFor quick apply, please contact Sudhanshu Shrivastava: / W2 Only! Responsibilities:Must have hands-on for performing technical analysis and troubleshooting on highly complex integrated systems, including diagnostic approaches, determining root causes, and identifying solutions on a data lake house hosted in a cloud environment utilizing technologies such as R, sparklyr, Databricks, Starburst, Collibra, Tableau, Pytho…",142648.97,142648.97
"Software Engineer (Ruby/Rails), Advertising Platform",Doximity,"At Doximity, we’re revolutionizing how doctors connect, collaborate and care for patients. As the largest medical network in the U.S., we’re empowering over a million healthcare professionals with tools that boost their knowledge and productivity. We help our members focus on what matters most: delivering excellent patient care. A robust advertising business supports many of Doximity's free-to-use clinician-facing products. We’re looking for a pragmatic full-stack Software Engineer with at leas…",168836.48,168836.48
Principal Data Scientist - Remote,Maximus Inc.,"Description & Requirements Maximus has an exciting opportunity for a Principal Data Scientist to join the USS program, supporting both the enterprise and our government clients. We are seeking an accomplished, hands-on individual contributor and collaborative team player to help drive innovative, secure, and mission focused AI solutions in support of USS objectives. You will be responsible for architecting and optimizing scalable, secure AI systems and integrating AI models in production using …",133473.3,133473.3
Lead Data Scientist,Fieldguide,"About Us Fieldguide is establishing a new state of trust for global commerce and capital markets by automating and streamlining the work of assurance and audit practitioners, specifically in cybersecurity, privacy, and financial audits. Put simply, we build software for the people who enable trust between businesses. We’re based in San Francisco, CA, but built as a remote-first company that enables you to do your best work from anywhere. We’re backed by top investors, including Growth Equity at…",170000.0,215000.0
Manager of Quality - Patient Safety,AHMC Healthcare,"The Manager of Quality and Patient Safety is responsible for ensuring and maintaining quality standards in all aspects of patient care and hospital operations. This includes overseeing quality improvement initiatives, monitoring performance data, and implementing strategies to enhance patient safety and clinical outcomes. The Manager of Quality and Patient Safety works collaboratively with the Chief Clinical &amp; Quality Officer to oversee all clinical quality and performance improvement initi…",130000.0,145000.0
Senior Data Engineer,Finix,"About Us Move money. Make money. Finix is a full-stack acquirer processor, empowering businesses of all sizes with flexible, modern payment solutions. Processing billions of dollars annually, Finix enables SaaS, marketplace, and e-commerce platforms to accept payments, manage payouts, and onboard merchants seamlessly. With our no-code, low-code, and developer-friendly tools, businesses can get up and running in hours—not months. Finix has raised over $175M, including a $75M Series C led by Acre…",139612.8,139612.8
Finance Data Lead,Parafin,"About Us: At Parafin, we’re on a mission to grow small businesses. Small businesses are the backbone of our economy, but traditional banks often don’t have their backs. We build tech that makes it simple for small businesses to access the financial tools they need through the platforms they already sell on. We partner with companies like DoorDash, Amazon, Worldpay, and Mindbody to offer fast and flexible funding, spend management, and savings tools to their small business users via a simple int…",210000.0,250000.0
"Analytics Engineer, Finance",OpenAI,"About the Team The Finance Data team is embedded within the CFO Org and is responsible for building internal data products that scale analytics across business teams and drive efficiencies in our daily operations. This team provides technical guidance on high-impact, scalable projects across Finance, and is the subject-matter expert in financial and transactional data that supports our Finance day-to-day operations. About the Role As an Analytics Engineer, you will be setting the foundation to …",198000.0,260000.0
"Principal Product Manager, AI Platform - Remote",Circle,"Circle (NYSE: CRCL) is one of the world’s leading internet financial platform companies, building the foundation of a more open, global economy through digital assets, payment applications, and programmable blockchain infrastructure. Circle’s platform includes the world’s largest regulated stablecoin network anchored by USDC, Circle Payments Network for global money movement, and Arc, an enterprise-grade blockchain designed to become the Economic OS for the internet. Enterprises, financial inst…",253608.31,253608.31
Associate Director of Property Management,Chinatown Community Development Center,"Job Summary The Associate Director of Property Management will supervise four Property Supervisors and assist the Director of Property Management in organizing and directing all property management functions across its 3,300 apartment homes and growing portfolio throughout San Francisco. The Associate Director is responsible for oversight of day-to-day operations, and for generating reports on the properties’ finances and performance metrics. They work collaboratively across CCDC’s departments …",139759.0,147115.0
"Staff Analytics Engineer, Business Solutions",GoodLeap,"About GoodLeap: GoodLeap is a technology company delivering best-in-class financing and software products for sustainable solutions, from solar panels and batteries to energy-efficient HVAC, heat pumps, roofing, windows, and more. Over 1 million homeowners have benefited from our simple, fast, and frictionless technology that makes the adoption of these products more affordable, accessible, and easier to understand. Thousands of professionals deploying home efficiency and solar solutions rely o…",122403.28,122403.28
Senior Software Engineer,Graphite,"Graphite builds consumer-quality tools for modern software engineering teams, so they can ship faster and create amazing products. Our product Graphite is modern code review for fast-moving teams - we help engineers write and review smaller pull requests, stay unblocked, and ship faster . Anyone can start using Graphite individually without needing their coworkers to change tools - we seamlessly sync code changes and reviews. We started Graphite because we missed internal code review tools like…",200000.0,230000.0
Product analyst,Writer," About WRITER WRITER is where the world's leading enterprises orchestrate AI-powered work. Our vision is to expand human capacity through superintelligence. And we're proving it's possible – through powerful, trustworthy AI that unites IT and business teams together to unlock enterprise-wide transformation. With WRITER's end-to-end platform, hundreds of companies like Mars, Marriott, Uber, and Vanguard are building and deploying AI agents that are grounded in their company's data and fueled by …",145900.0,205000.0
Data Engineer,Brex,"Why join us Brex is the intelligent finance platform that enables companies to spend smarter and move faster in more than 200 markets. By combining global corporate cards and banking with intuitive spend management, bill pay, and travel software, Brex enables founders and finance teams to accelerate operations, gain real-time visibility, and control spend effortlessly. Brex’s AI-native automation and world-class service eliminate manual expense and accounting tasks for customers so they can foc…",120800.0,151000.0
Associate Director of Analytics and Evaluation (32675),San Francisco-Marin Food Bank,"Description Are you a skilled professional who believes in lending your skills to end hunger during these unprecedented times? If so, consider being the Associate Director of Analytics & Evaluation for the San Francisco-Marin Food Bank. Join our friendly, collaborative, and hardworking data & technology team, reporting to the Chief Data & Technology Officer . The Associate Director of Analytics and Evaluation provide strategic, technical, and operational leadership for the Food Bank’s analytics…",130000.0,145000.0
Engineering Intern (Summer 2026),GlossGenius,"About GlossGenius GlossGenius is an all-in-one solution that over 100,000 customers within the beauty and wellness industry rely on to manage their critical business needs. We like to think of ourselves as a business-in-a-box solution, tailored to the professionals we serve. Our powerful yet easy-to-use app offers a range of business management tools such as booking and scheduling, advanced marketing, insightful analytics, payment processing, stunning card readers , web hosting – the list goes …",52000.0,104000.0
AI Transformation Specialist,Decagon,"About Decagon Decagon is the leading conversational AI platform empowering every brand to deliver concierge customer experiences. Our technology enables industry-defining enterprises like Avis Budget Group, Block’s Cash App and Square, Chime, Oura Health, and Hunter Douglas to deploy AI agents that power personalized, deeply satisfying interactions across voice, chat, email, SMS, and every other channel. We’re building a future where customer experiences are being redefined from support tickets…",185000.0,235000.0
"Senior Software Engineer, Full-stack",Academia.edu,"About Us Academia.edu is a venture-backed, for-profit, and profitable company based in San Francisco. We are recognized as the world’s leading platform for researchers and scholars to share work, discover research, and connect with academics globally. Our bold vision is to democratize and accelerate the world's research, enhancing the speed of scientific discovery and technological progress for the benefit of everyone. We imagine a world where accessing academic papers is effortless, keeping tr…",160000.0,220000.0
Data Visualization Enablement Lead,SC Johnson Lifestyle Brands,"Lifestyle Brands (the LSB) is a growing house of like-minded brands under the SC Johnson umbrella including Method®, Mrs. Meyer’s Clean Day®, Babyganics ® and Ecover ®. Headquartered in San Francisco with additional operations in Chicago and throughout Europe, the LSB is home to 650 employees. Together we act as a force for bold, transformative growth with a focus on delivering positive impact for people and the planet. If you’re into pioneering the future and doing good while doing business, c…",0.0,147420.0
Data Analytics Intern (Summer 2026),Cloudflare,"About Us At Cloudflare, we are on a mission to help build a better Internet. Today the company runs one of the world’s largest networks that powers millions of websites and other Internet properties for customers ranging from individual bloggers to SMBs to Fortune 500 companies. Cloudflare protects and accelerates any Internet application online without adding hardware, installing software, or changing a line of code. Internet properties powered by Cloudflare all have web traffic routed through…",90907.59,90907.59
"Senior Manager, Marketing Operations & Analytics",PagerDuty,"PagerDuty (NYSE:PD) is a leader in Digital Operations Management. In an always-on world, organizations of all sizes trust PagerDuty to help them deliver a perfect digital experience to their customers, every time. Teams use PagerDuty to identify issues and opportunities in real time and bring together the right people to fix problems faster and prevent them in the future. Over 13,000 organizations (including 60 of Fortune 100) rely on PagerDuty to succeed with Digital Transformation, Cloud Migr…",196299.9,196299.9
Salesforce Developer,"Donnelley Financial Solutions, Inc.","The Salesforce Developer will become a member of an Agile team participating in and responsible for the hands-on design, implementation and enhancement of DFIN’s Salesforce platform to create exceptional client and employee experiences. This person must demonstrate an understanding of software engineering concepts and be responsible for working on full lifecycle engineering efforts using Agile methodologies, object-oriented design, and accepted design patterns and practices. They must have an o…",186282.1,186282.1
Data Engineering Manager,Doximity,"Doximity is transforming the healthcare industry. Join our mission to help every physician be more productive and provide better care for their patients. As medicine's largest network in the United States, there's an elevated level of responsibility in everything we do. We don't take that responsibility lightly and are committed to building diverse teams with an inclusive culture that can make a direct impact on the healthcare system. One of Doximity's core values is stretching ourselves. Even …",113363.99,113363.99
Senior Field Scientist,Alembic,"About Alembic Alembic is solving marketing's hardest problem: proving what actually works. If you're looking for hypergrowth opportunity at a B2B platform working with the world's best enterprises like NVIDA and Delta, this is the place. We're decoding the chaos of modern marketing. Join Alembic to build trusted systems that Fortune 100 companies use to make multimillion dollar decisions. We're backed by leading tech luminaries including WndrCo (founded by DreamWorks founder Jeffrey Katzenberg)…",110000.0,170000.0
